26.14,69.14,1007.1,88.27,439.03
7.64,38.18,1017.65,78.51,484.45
15.92,41.79,1006.24,79.42,458.68
27.25,73.03,1014.15,68.52,439.78
23.05,58.86,1013.84,62.21,445.46
21.39,52.3,1009.2,79.77,446.87
24.82,74.87,1010.28,73.54,434.46
10.11,39.35,1015.19,90.74,479.83
19.37,63.09,1018.79,81.52,450.18
29.12,51.43,1005.93,60.66,437.71
23.61,43.77,1011.81,56.08,444.55
16.85,41.35,1006.14,79.21,463.37
10.14,45.01,1018.12,94.32,473.56
26.98,72.58,1008.55,78.5,431.12
21.69,57.17,1011.75,82.63,446.61
26.22,69.89,1015.46,76.63,433.61
24.44,52.84,1006.39,49.05,440.2
20.45,48.41,1010.81,86.7,444.69
30.9,69.4,1003.53,66.69,425.3
3.98,35.47,1017.22,86.53,489.64
9.44,39.82,1013.26,91.55,483.18
13.18,40.83,1007.67,95.44,472.36
13.73,41.92,1031.01,64.92,466.29
15.04,38.01,1022.46,78.29,468.12
27.78,70.8,1009.81,79.57,431.44
28.75,64.69,1007.1,60.37,437.94
26.11,47.43,1009.01,56.09,445.36
18.28,44.2,1018.83,52.88,458.59
15.82,43.34,1014.52,79.07,460.4
13.16,43.71,1024.44,85.68,469.06
7.76,39.61,1021.63,80.67,488.32
24.81,63.94,1018.76,44.51,444.26
11.83,44.21,1019.37,85.31,463.62
30.75,71.25,1000.07,65.47,431.93
12.07,43.71,1025.53,85.62,472.32
31.87,68.67,1005.64,48.85,435.66
5.33,39.33,1009.61,94.97,491.17
11.42,41.54,1020.21,71.57,477.5
6.24,35.77,1019.24,70.7,483.36
6.49,43.65,1020.41,72.78,484.94
12.52,71.14,1019.49,76.11,463.22
26.68,59.92,1009.94,70.57,438.67
29.6,71.14,1011.46,52.69,430.55
23.58,49.3,1003.8,74.62,440.44
13.1,40.03,1017.79,84.48,470.75
20.21,60.84,1018.5,82.73,447.73
18.31,46.21,1010.46,82.15,451.75
6.67,39.37,1020.31,73.56,488.13
14.28,44.84,1024.84,79.09,474.57
13.86,50.59,1019.2,97.22,467.23
32.92,69.05,1000.74,39.61,426.61
25.02,69.75,1010.04,91.86,437.87
13.74,45.08,1024.97,84.79,466.79
20.29,63.09,1019.03,76.07,448.22
28.24,65.27,1013.43,48.74,439.36
12.05,48.04,1009.14,100.13,464.14
29.52,77.24,1008.55,76.24,433.82
27.11,69.59,1008.56,79.2,437.2
24.33,46.93,1013.83,44.59,447.54
17.74,44.2,1018.87,58.59,454.37
21.29,47.45,1008.85,71.6,447.78
11.74,40.71,1020.64,82.15,470.05
11.64,38.25,1013.33,85.79,472.34
28.81,69.23,1013.14,39.18,433.74
9.08,42.49,1010.67,85.35,481.46
9.48,44.71,1019.12,66.43,478.42
18.3,44.06,1017.95,63.24,456.32
16.85,52.9,1019.47,81.28,460.84
24.78,57.19,1008.08,65.4,443.62
23.85,52.3,1005.9,70.95,441.99
15.1,41.35,1003.84,97.89,466.14
20.01,43.77,1012.13,65.53,455.66
9.44,44.03,1009.59,86.27,473.61
13.31,40.03,1017.73,84.48,470.31
30.2,56.9,1006.89,42.69,436.17
14.97,42.28,1007.31,79.25,466.62
3.21,38.44,1016.9,86.34,491.35
13.3,37.9,997.41,91.51,465.61
8.8,41.26,1008.08,96.52,479.74
10.48,40,1021.35,88.52,478.86
12.95,43.71,1025.63,90.7,469.15
24.39,63.77,1013.3,77.53,443.65
24.81,63.73,1009.34,83.61,440.43
26.18,69.14,1006.54,85.95,436
20.23,69.45,1013,89.79,445.82
25.06,64.63,1020.66,54.93,446.57
12.99,40.55,1007.52,94.15,472.18
12.83,41.5,1013.12,86.07,470.87
28.41,66.91,1008.22,57.93,440.52
19.3,44.9,1008.89,70.55,452.75
6.77,40.78,1024.86,96.58,478.24
26.4,48.41,1008.51,66.95,442.23
17.04,56.03,1020.38,68.69,462.48
16.09,50.59,1015.69,84.41,463.64
16.48,41.35,1005.61,89.07,465.64
27.16,56.85,1012.07,39.05,437.4
22.95,45.61,1013.65,73.92,457.91
30.61,69.13,1009.32,55.17,429.1
28.37,71.64,1007.39,71.06,434.91
13.35,39.58,1012.41,83.45,465.85
15.41,44.78,1007.69,65.17,456.83
11.5,40.22,1010.31,78.08,476.46
28.88,66.56,1006.26,59.15,426.66
7.36,41.01,1025.49,96.48,477.37
22.7,64.05,1012.65,89.69,448.76
7.89,39.37,1016.28,84.66,483.82
21.89,58.62,1016.15,74.59,450.05
19.96,39.53,1006.16,62.77,460.49
30.72,69.13,1009.94,61.66,435.83
10.35,38.38,1020.77,74.55,477.76
23.27,64.15,1020.98,71.18,452.26
11.55,40.6,1014.44,87.06,475.14
14.94,42.77,1018.9,73.95,462.67
21.47,58.79,1017,76.97,446.33
12.88,38.53,1010.95,87.16,466.92
9.09,41.92,1029.36,91,478.98
13.75,44.47,1029.63,70.74,467.14
10.53,37.5,1008.55,99.91,472.32
24.06,69.94,1005.47,60.46,436.88
29.7,57.35,1005.63,57.35,433.27
19.19,63.31,1016.88,66.58,453.16
24.67,68.14,1004.96,58.15,438.4
6.65,39.33,1011.29,92.85,490.41
20.98,60.07,1016.26,67.18,446.26
15.49,39,1016.01,71.31,462.28
12.87,48.04,1012.47,100.13,465.56
18.6,43.56,1013.9,51.16,464.67
9.72,39.66,1018.31,76.07,480.05
13.1,40.55,1007.59,95.46,472.37
25.42,74.22,1009.04,88.55,433.97
10.88,44.63,1020.52,86.81,469.57
16,39.16,1016.37,77.63,468.49
27.77,62.26,1010.88,66.45,430.19
28.47,67.69,1004.79,56.51,430.67
14.79,39.52,1017.95,71.97,469.47
12.25,44.85,1014.13,85.25,470.92
14.14,39.82,1012.46,81.15,472.52
7.51,41.01,1024.61,97.41,477.61
26.92,63.73,1010.29,68.6,440.35
23.94,59.39,1014.32,74.55,438.64
25.2,59.21,1017.54,55.53,444.16
30.57,69.71,1008.94,59.99,439.38
8.8,39.42,1025.17,68.72,476.5
14.44,40.8,1025.05,56.59,472.95
30.51,59.57,1011.08,61.94,436.92
7.38,44.71,1020.27,70.55,486.91
25.2,61.08,1013.04,74.28,447.09
8.88,36.66,1026.61,76.16,480.2
27.58,78.05,1010.83,94.98,431.95
5.43,39.9,1007.5,86.27,487.84
24.52,56.85,1012.59,54.47,438.89
27.97,68.31,1010.64,55.91,443.34
20.13,47.03,1012.59,83.03,459.15
26.94,65.61,1014.31,49.73,443.9
20.45,69.45,1012.53,91.81,441.83
17.29,44.63,1019.6,41.98,460.66
30.53,65.18,1012.69,41.85,437.89
9.93,41.62,1013.76,96.02,464.64
25.17,68.08,1012.83,60.87,437.01
28.26,63.13,1012,68.35,440.58
20.92,57.76,1017.22,75.86,453.96
26.74,49.02,1008.18,67.59,438.06
25.56,75.6,1017.37,69.31,442.2
17.67,43.96,1011.68,82.13,466.31
24.18,66.48,1004,64.86,434.5
32.77,71.32,1007.68,42.39,436.95
22.12,60.37,1008.75,92.13,439.18
23.71,60.23,1009.76,90.67,439.66
18.24,49.5,1014.37,79.36,464.13
19.8,49.15,1020.88,61.88,461.78
24.24,71.58,1010.15,91.14,437.75
24.37,65.61,1014.5,65.67,443.13
25.16,74.33,1014.55,76.7,436.15
16.24,41.93,1021.66,44.91,467.69
26.81,71.29,1009.65,80.69,434.48
25.73,66.54,1010.07,55.97,437.07
22.21,60.77,1018.21,84.96,444.57
14.64,39.31,1008.84,79.3,462.72
11.08,38.16,1014.45,74.99,473.32
23.29,68.51,1013.19,77.81,441.17
8.26,40.96,1025.23,89.22,485.73
21.08,63.13,1013.53,98,443.51
11.92,38.25,1013.13,84.92,472.5
8.49,36.25,1029.7,84.41,480.35
25,68.14,1005.35,57.13,437.67
13.64,34.03,1018.32,62.2,469.61
14.6,39.31,1011.11,72.52,464.16
23.39,69.13,1010.99,90.66,434.5
8.47,41.03,1021.72,70.16,485.1
21.63,50.16,1005.7,84.84,448.32
31.75,74.99,1003.25,53.33,430.82
28.69,67.25,1017.71,53.83,432.21
21.06,62.91,1011.92,75.52,455.22
27.19,71.58,1010.85,76.1,436.77
22.15,43.77,1010.81,60.08,448.46
24.24,72.43,1008.02,86.4,436.6
9.3,43.14,1010.99,88.12,477.02
24.43,58.2,1017.18,46.84,444.89
27.83,59.57,1011.22,71.05,443.85
12.52,42.34,1018.67,95.29,464.71
27.91,64.79,1017.7,48.29,440.53
26.86,71.14,1007.11,76.61,426.97
25.21,75.6,1017.19,69.84,445.84
21.13,47.43,1006.97,64.26,448.83
22.1,58.33,1013.71,69.09,441.31
22.82,64.63,1020.78,66.73,449.34
19.35,43.43,1009.4,66.11,454.02
16.66,36.71,1013.68,70.66,466.07
17.37,58.49,1012.2,91.14,456.29
31.63,65.74,1010.83,50.59,437.54
21.09,67.07,1004.38,89.01,444.75
26.45,75.6,1017.42,74.5,436.89
8.64,41.66,1014.14,80.44,481.89
26.62,72.43,1006.79,82.74,430.22
6.13,40.81,1026.31,91.66,483.8
25.5,68.08,1011.13,72.86,436.07
10.59,41.93,1017.7,92.91,479.85
27.76,75.33,1003.69,79.62,433.03
27.66,69.75,1009.71,84.27,439.18
13.74,44.21,1023.26,84.2,466.67
18.19,41.85,1014.93,61.37,466.86
23.7,69.23,1011.73,73.18,437.15
21.22,43.43,1010.96,61.07,448.06
18.64,52.08,1004.24,99.9,451.3
8.35,43.52,1022.78,97.34,479.31
23.66,60.37,1006.91,87.13,438.59
11.46,39.1,1010.17,100.15,470.55
28.76,69.48,1008.62,55.86,430.14
23.3,48.78,1018.17,75.36,441.08
28.56,74.22,1007.45,69.6,434.54
19.53,66.54,1013.72,81.46,451.19
10.09,41.01,1019.89,96.55,471.15
20.57,63.78,1016.76,74,449.93
23.96,47.43,1008.38,63.55,446.86
26.52,43.77,1011.49,46.98,440.31
15.5,44.34,1019.21,65.21,468.53
17.63,40.55,1002.27,73.42,462.13
21.11,43.43,1010.1,62.62,447.83
6.3,39.33,1010.63,94.26,489.95
25.96,68.08,1011.34,71.57,432.82
22.27,50.05,1007.1,89.34,442.24
16.84,56.03,1020.25,70.37,437.14
13.45,41.49,1020.19,88.72,467.3
19.79,60.1,1010.47,84.04,452.41
28.85,71.32,1009.09,76.9,435.13
8.73,41.26,1020.54,91.37,476.42
25.42,75.6,1017.39,77.63,438.24
6.05,38.68,1017.46,66.13,483.5
9.82,37.83,1005.29,100.07,473.66
5.06,40.64,1021.49,93.7,483.73
31.02,70.4,1006.24,77.86,431.37
25.09,71.58,1010.17,86.01,434.51
22.69,48.14,1013.7,62.05,448.52
10.94,25.36,1009.47,100.1,470.9
20.06,62.1,1020.21,72.21,451.81
28.98,62.66,1009.1,52.62,438.45
22.44,63.47,1012.02,91.08,444.65
16.23,43.52,1020.13,76.3,464.74
25.18,71.98,1006.71,89.86,432.88
11.56,39.28,1011.27,82.05,477.71
22.68,50.78,1008.83,70.3,447.69
18.99,59.27,1012.15,89.39,453.4
29.3,67.69,1007.17,55.5,430.72
26.56,49.02,1007.65,70.78,438.82
25.45,63.76,1009.96,67.78,439.56
22.43,63.21,1012.06,84.75,447.98
23.48,66.44,1011.28,61.11,443.21
18.86,50.78,1008.46,91.67,446.7
25.54,69.13,1001.64,90.98,428.74
6.71,40.72,1022.78,80.69,483.11
29.25,71.94,1007.18,63.62,427.49
6.5,38.5,1013.92,90.1,486.78
23.46,73.18,1012.07,88.14,438.62
13.83,40.78,1024.85,73.08,458.85
15.83,45.01,1013.39,81.9,460.22
16.63,53.82,1015.18,66.09,458.29
20.86,51.3,1012.03,92.46,449.67
22.19,60.37,1008.45,92.43,440.75
15.62,35.4,1016.19,53.95,467.95
13.99,36.71,1013.43,83.13,473.2
23.37,63.87,1016.67,60.44,446.42
22.33,59.8,1016.84,67.09,450.07
21.84,45.09,1013.94,46.11,450.88
11.83,45.09,1013.11,88.52,470.32
18.6,56.85,1012.34,80.24,450.26
29.53,72.39,998.47,76.05,431.69
8.58,38.38,1021.03,84.37,482.26
26.23,70.72,1009.73,73.44,445.28
23.19,60.75,1008.33,82,439.43
25.37,68.31,1011.12,70.99,441.76
32.38,69.05,1000.76,45.85,429.31
30.47,70.02,1009.65,62.03,435.72
15.52,40,1017,66.27,454.14
13.93,44.21,1022.26,82.4,469.12
7.64,43.79,1016.17,84.45,486.01
33.2,70.8,1008.75,59.41,430.71
30.8,70.94,1007.06,63.09,432.44
18.34,65.94,1013.27,85.42,451.29
20.11,51.19,1007.82,92.06,449.03
21.82,50.66,1013.74,73.6,455.2
14.8,42.77,1019.14,76.53,462.29
16.96,44.9,1020.5,77.53,458.1
16.64,39.64,1008.7,81.79,463.49
25.15,68.51,1013.25,72.31,440.96
31.54,72.58,1007.61,65.57,427.31
16.85,39.64,1008.82,80.81,464.2
12.84,50.59,1020.08,88.08,470.96
9.08,40.46,1019.48,77.37,476.81
15.51,41.76,1022.81,69.55,463.82
13.41,49.83,1008.83,87.14,466.38
13.7,42.86,1030.68,79.77,470.28
28.29,68.08,1010.77,53.92,430.93
14.56,40.89,1010.94,79.57,467.53
30.59,70.04,1010.28,50.56,429.13
27.11,48.6,1002.78,53.39,439.4
13.93,44.47,1025.35,81.54,469.25
29.3,74.16,1007.72,81.92,431.32
22.21,48.14,1015.08,66.8,448.33
8.43,40.69,1020.36,87.28,484.94
32.74,68.31,1010.23,41.29,441.66
14.19,39.52,1018.34,77.25,467.14
16.76,43.77,1012.25,77.95,457
18.11,44.85,1014.48,48.94,458.85
11.75,41.2,1012.7,89.86,475.35
4.93,35.19,1018.04,92.94,486.39
22.89,73.11,1006.66,73.11,440.15
11.18,37.5,1013.32,74.32,472.02
12.59,39.18,1024.18,67.57,471.32
22.72,63.73,1012.63,82.14,448.56
14.68,43.99,1023.36,86.79,461.91
30.54,67.45,1014.37,32.97,431.35
25.43,72.39,1002.65,88.13,436.1
33.42,68.51,1011.91,45.83,427.66
19.64,44.6,1015.88,47.56,467.53
22.36,58.79,1016.69,73.6,445.76
16.51,51.86,1022.37,81.18,442.48
32.2,69.68,1012.12,42.47,437.35
8.57,41.17,1020.18,72.47,484.2
21.11,69.94,1004.37,84.26,439.91
18.23,62.26,1011.48,91.35,448.64
30.18,65.74,1012.63,47.74,441.65
23.83,58.79,1009.77,78.13,444.34
13.53,38.73,1004.86,85.38,472.46
24.85,70.09,1006.56,70.09,439.96
28.79,68.51,1013.02,62.84,432.51
10.26,43.14,1019.68,98.97,466.75
22.16,58.82,1009.61,87.16,444.76
10.28,39.64,1010.45,74.15,477.65
10.77,41.46,1021.42,87.18,479.22
7.9,43.79,1016.14,83.05,485.26
13.03,41.26,1022.17,79.79,466.02
14.83,53.82,1016.57,63.47,464
9.41,41.54,1019.48,82.19,481.59
28.62,69.98,1013.3,68.53,432.11
11.62,41.54,1019.94,66.43,477.75
25.2,65.59,1013,71.34,439.14
27.17,63.09,1015.59,68.33,443.66
9.73,40.22,1011.48,87.88,481.42
23.25,51.86,1013.54,78.34,450.22
12.71,41.39,1019.3,74.2,475.13
16.68,53.16,1014.32,78.02,456.29
17.01,44.2,1019.18,61.23,457.26
25.87,63.47,1011.54,65.45,445.87
12,41.17,1019.48,58.71,474.4
18.3,37.2,1012.23,68.09,470.42
7.82,40.72,1022.17,88.13,481.52
17.29,44.06,1016.24,77.56,461.38
14.09,41.2,1016.45,67.27,472.42
22.67,58.2,1016.91,60.75,446.36
9.28,41.38,1021.96,72.22,486.18
19.02,50.66,1013.04,85.25,455.42
8.05,40.62,1018.16,73.67,477.2
25.18,57.5,1015.07,60.76,449.01
15.58,40.66,1016.34,87.42,460.61
14.5,41.76,1023.94,84.42,464.23
10.91,37.92,1008.66,66.53,473.72
30.76,69.14,1007.63,71.24,431.67
24.22,49.82,1014.61,66.82,452.2
18.28,44.71,1016.99,33.71,462.28
13.46,41.4,1019.46,71.73,467.4
17.99,43.72,1008.64,75.04,453.02
12.04,40.1,1014.42,89.65,474.28
24.43,58.05,1011.88,71.39,445.68
12.08,40.75,1015.84,86.9,476.84
17.98,53.29,1018.29,83.46,455.71
23.77,59.21,1011.97,80.08,440.08
17.27,44.9,1007.85,78.8,454.19
28.14,61.47,1009.69,64.66,435.35
29,77.54,1011.33,75.13,431.37
29.72,74.78,1009.32,55.25,438.19
26.11,73.17,1009.8,65.18,434.94
9.06,39.3,1019.73,84.23,480.41
31.77,76.09,1007.4,73.36,431.69
12.64,41.79,1016.38,92.65,461.46
7.09,43.65,1019.6,72.1,483.42
13.07,42.18,1014.98,87.77,461.71
18.66,56.53,1020.13,80.04,459.45
24.88,63.91,1009.41,77.75,447.28
21.75,65.12,1015.53,66,452.89
8.41,39.16,1015.47,93.42,484.34
26.13,48.06,1013.5,47.67,440.99
18.73,40.12,1013.19,74.12,454.71
12.91,41.16,1011.9,89.19,472.71
24.38,58.2,1016.93,51.61,444.36
29.22,73.18,1012.22,64.91,430.57
10.8,41.62,1012.84,93.84,462.84
18.96,50.16,1010.72,100.09,451.2
30.83,71.58,1009.92,48.8,432.11
20.01,52.9,1018.05,58.88,455.57
10.62,42.02,999.83,96.66,472.41
23.86,52.84,1006.56,48.94,444.66
19.76,51.19,1008.38,92.56,448.71
15.92,39.16,1006.59,71.32,460.45
21.95,57.76,1018.02,67.72,452.27
11.75,35.76,1018.99,57.92,473.01
20.14,46.33,1013.24,83.39,453.35
11.01,42.02,995.24,98.62,473.96
18.06,43.14,1013.95,62.21,461.27
26.31,71.29,1009.87,84.16,432.92
17.96,47.83,1005,85.72,454.59
21.49,70.32,1009.07,92.25,443.04
31.9,73.42,1010.82,60.58,432.27
25.99,59.54,1007.78,74.48,441.32
32.06,71.85,1007.9,56.44,426.07
15.29,38.73,1000.9,81.17,468.62
23.39,64.63,1020.45,58.22,449.27
16.99,40.89,1011.54,64.51,464.95
13.41,45,1022.31,76.29,475.9
9.27,40.22,1008.1,89.24,481.23
5.37,38.68,1017.76,76.48,487.07
4.77,39.33,1011.32,68.98,494.91
20.6,60.08,1017.84,75.92,454.39
27.36,63.31,1013.7,51.58,440.4
27.37,72.58,1008.16,79.94,428.05
27.11,66.49,1013.71,39.28,435.79
16.48,48.92,1011.84,64.16,458.67
17.12,48.6,1007.38,79.15,454.47
16.47,44.89,1010.04,82.01,459.69
25.32,60.37,1006.19,73.94,438.5
11.32,36.18,1015.03,64.68,472.67
28.64,66.54,1010.43,43.39,437.97
26.98,74.78,1009.77,69.54,442.28
18.81,52.08,1005.77,98.86,450.72
12.38,40.6,1013.86,85.35,472.53
15.86,43.67,1011.11,82.24,465.46
32.63,74.99,1002.42,40.07,432.79
11.02,38.28,1013.51,95.66,472.11
11.43,44.78,1013.43,82.45,471.09
29.85,71.58,1010.04,58.66,432.26
24.8,66.51,1016.74,65.72,441.34
12.28,40.55,1005.72,98.56,472.47
11.02,43.02,1012.32,66.54,478.81
18.15,41.67,1012.75,52.69,464.44
9.24,41.4,1018.34,84.91,477.65
21.59,66.54,1004.88,90.54,441.71
25.56,74.99,1005.41,85.75,433.63
12.6,41.74,1022.13,67.89,474.23
14.33,45.51,1015.42,71.55,468.92
19.13,68.61,1010.65,94.92,448.69
29.87,73.91,1004.53,74.3,431.8
15.92,41.2,1016.04,73.37,468.91
22.38,63.31,1014.76,73.8,441.3
20.13,43.43,1009.75,66.16,453.47
23.47,59.22,1013.44,83.33,442.13
17.32,42.24,1017.35,62.96,472.33
23.68,68.12,1011.18,72.45,441.54
27.75,66.54,1010.21,46.37,437.58
33.18,72.29,1009.51,58.35,435.26
8.3,40.35,1012.37,98.17,481.77
31.59,58.9,1003.39,47.6,440.52
13.94,42.86,1012.35,88.78,471.64
23.72,58.62,1016.65,69.1,447.49
31.93,72.58,1006.9,56.27,425.14
21.52,50.66,1013.56,74.33,455.71
22.58,43.79,1015.66,44.18,460.3
25.35,74.33,1015.29,77.84,435.66
32.4,68.14,1004.44,34.53,425.91
19.75,49.02,1009.38,92.89,446.63
4.24,39.9,1009.28,96.74,491.25
27.48,61.41,1012.2,45.06,452.24
17.18,40.55,1000.47,72.03,461.73
25.69,59.54,1004.05,81.69,439.06
11.47,25.36,1008.27,95.4,469.51
21.09,50.9,1012.42,69.09,456.09
23.46,57.85,1012.7,65.54,444.66
7.66,41.92,1031.96,82.48,485.11
5.86,40.62,1017.03,85.06,480.71
16.45,63.31,1015.96,83.97,452.42
30.57,69.82,1009.86,52.94,437.62
27.75,65.34,1014.8,45.91,440.83
23.03,44.89,1010.26,59.85,447.81
21.85,59.8,1016.89,75.28,454.26
15.36,40.89,1007.59,86.08,464.12
25.04,70.47,1006.82,84.75,433.1
25.19,63.94,1012.78,75.15,438.73
21.84,59.07,1008.84,96.5,448.61
15.46,44.6,1017.7,68.2,459.62
25.76,65.48,1017.82,54.77,441.14
26.98,43.77,1010.95,40.8,446.05
12.64,40.69,1015.86,82.06,474.08
25.44,56.57,1013.8,66.72,444.61
26.08,48.6,1003.61,57.8,438.61
9.3,38.18,1017.19,71.51,480.14
7.32,39.42,1026.15,76.51,476.12
23.38,59.07,1009.29,92.4,442.83
22.42,60.08,1017.71,67.46,452.31
19.62,68.63,1012.26,68.05,453.84
23.07,49.02,1009.07,84.1,444.22
13.52,42.34,1017.97,95.34,463.71
23.61,63.94,1012.9,87.06,441.57
10.2,41.46,1020.23,84.54,481.46
20.85,48.7,1007.11,87.2,449.57
30.15,72.51,1009.37,50.64,443.72
24.68,48.06,1013.83,54.97,447.96
23.45,45.61,1012.84,73.42,454.92
8.8,42.32,1017.91,86.8,483.88
25.6,63.9,1013.16,53.19,451.44
8.55,35.77,1016.15,73.32,481.44
24.32,71.14,1011.71,71.65,435.34
9.25,41.82,1033.25,74.73,478.48
12.63,48.04,1013,100.13,464.6
14.16,39.28,1015.63,77.29,471.27
16.02,44.21,1020.97,85.64,462.51
14.85,44.63,1020.67,75.76,460.06
21.32,49.02,1008.81,85.81,445.65
27.16,72.58,1009.24,90.26,429.59
33.83,67.9,1005.94,29.86,428.12
26.51,70.32,1010.3,57.4,431.82
32.78,71.22,1005.12,48.77,438.77
7.54,37.7,1014.58,78.43,481.56
19.46,66.86,1012.74,66.2,454.89
20.14,46.93,1014.66,64.22,453.99
16.05,43.14,1010.67,79.36,463.06
32.96,69.75,1008.86,40.23,435.56
31.19,68.3,1014.86,39.1,430.48
6.16,39.48,1004.85,59.68,484.55
23.62,73.67,1007,90.8,438.33
22.26,60.77,1018.26,85.94,442.58
23.47,69.71,1009.66,88.83,442.23
9.62,41.01,1019.43,97.99,467.34
17.7,38.52,1020.15,69.8,455.5
25.69,73.18,1012.64,86.35,432.82
28.66,77.95,1009.56,69.07,431.23
9.01,40.77,1022.37,90.3,470.84
26.91,61.5,1009.47,55.26,436.84
29.64,67.79,1009.99,51.23,440.74
16.55,54.3,1017.95,60.84,460.59
25.21,60.37,1006.01,73.14,436.23
28.67,69.14,1008.24,72.68,433.79
25.16,77.3,1000.73,86.4,439.37
15.07,50.88,1014.33,100.12,464.37
21.12,63.91,1009.33,96.14,447.64
12.92,39.35,1014.56,88.29,469.83
12.56,41.4,1019.23,74.26,472.54
31.12,68.94,1006.05,68.46,431.92
25.98,60.95,1014.5,48.01,442.9
15.96,41.66,1011.93,55.47,466.39
11.88,41.58,1016.56,90.18,465.47
27.5,49.3,1004.02,59.23,439.77
25.32,61.25,1011.56,80.1,436.67
22.91,68.63,1014.92,55.82,448.01
26.06,67.83,1009.26,66.37,432.28
23.74,52.3,1008.88,76.34,444.4
29.41,64.05,1009.82,67.4,444.82
13.88,39.16,1010.8,75.69,464.37
25.69,72.43,1006.86,86.38,429.99
25.15,68.61,1011.03,53.59,447.91
22.24,69.23,1011.83,79.37,441.9
14.29,46.18,1017.01,87.29,464.73
29.86,64.79,1017.37,44.8,439.89
26.3,71.94,1006.64,85.12,428.83
11.68,40.55,1006.48,96.16,474.8
30.26,72.58,1007,65.51,425.71
12.73,37.73,1021.89,61.76,470.89
14.56,53.82,1016.37,64.46,463.64
16.32,43.14,1014.72,70.43,465.38
8.76,41.48,1018.49,74.98,474.3
19.73,68.63,1012.41,74.12,450.26
28.82,64.79,1016.74,56.34,445.1
25.03,59.21,1017.28,56.96,446.33
17.8,46.48,1007.27,81.31,452.66
18.6,68.28,1003.27,84.21,446.98
25.76,57.32,1011.93,43.61,440.26
29.4,57.19,1008.34,53.95,436.92
31.23,75.08,1004.93,46.19,439.14
30.01,62.34,1005.28,62.34,435.94
14.01,42.74,1029.16,68.31,466.15
20.27,63.56,1014.24,86.55,446.93
31.39,69.59,1008.28,62.86,435.76
16.38,46.97,1013.6,73.67,459.87
23.19,42.67,1007.83,63.31,446.95
21.91,58.62,1015.95,72.87,450.23
25.06,74.33,1014.05,69.02,437.27
15.49,54.3,1017.59,71.26,464.24
28.33,78.92,1011.15,70.04,432.67
23.1,70.79,1006.53,90.81,434.58
7.91,41.79,1021.86,54.92,479.02
22.4,68.31,1009.52,83.5,446.91
12.47,45.01,1017.8,95.25,467.18
25.11,58.79,1015.99,60.55,442.34
24.94,67.69,1008.86,68.97,439.08
21.18,45.01,1012.57,48.05,451.62
16.16,41.79,1007.53,76.21,453.39
26.35,59.44,1012.16,63.73,443.73
10.86,37.5,1013.36,75.56,473.75
21.14,58.98,1009.05,94.36,448.31
14.66,41.66,1012.89,62.41,466.87
